,registered,casual,season,holiday,workingday,weather,atemp,hour,year,sunindicator
5062,21,3,4,0,1,1,16.665,0,2011,0
5063,10,2,4,0,1,1,17.425,1,2011,0
5064,8,0,4,0,1,1,17.425,2,2011,0
5065,2,0,4,0,1,1,17.425,3,2011,0
5066,7,0,4,0,1,1,15.91,4,2011,0
5067,24,1,4,0,1,1,15.91,5,2011,0
5068,89,1,4,0,1,1,15.91,6,2011,0
5069,274,9,4,0,1,1,17.425,7,2011,1
5070,392,12,4,0,1,1,17.425,8,2011,1
5071,178,12,4,0,1,2,18.18,9,2011,1
5072,78,9,4,0,1,2,18.18,10,2011,1
5073,106,17,4,0,1,2,18.18,11,2011,1
5074,125,29,4,0,1,2,20.455,12,2011,1
5075,153,18,4,0,1,2,21.21,13,2011,1
5076,126,7,4,0,1,2,22.725,14,2011,1
5077,132,16,4,0,1,2,22.725,15,2011,1
5078,238,10,4,0,1,1,24.24,16,2011,1
5079,430,16,4,0,1,1,21.21,17,2011,1
5080,386,13,4,0,1,1,21.97,18,2011,0
5081,295,13,4,0,1,2,22.725,19,2011,0
5082,190,15,4,0,1,2,22.725,20,2011,0
5083,166,10,4,0,1,2,21.97,21,2011,0
5084,94,12,4,0,1,2,21.97,22,2011,0
5085,54,8,4,0,1,2,22.725,23,2011,0
5086,25,3,4,0,1,2,24.24,0,2011,0
5087,14,2,4,0,1,2,22.725,1,2011,0
5088,3,0,4,0,1,2,22.725,2,2011,0
5089,3,0,4,0,1,2,22.725,3,2011,0
5090,7,0,4,0,1,3,22.725,4,2011,0
5091,20,0,4,0,1,3,22.725,5,2011,0
5092,81,5,4,0,1,2,21.97,6,2011,0
5093,227,7,4,0,1,2,22.725,7,2011,1
5094,401,13,4,0,1,2,22.725,8,2011,1
5095,200,4,4,0,1,2,22.725,9,2011,1
5096,44,6,4,0,1,3,22.725,10,2011,1
5097,28,4,4,0,1,3,22.725,11,2011,1
5098,50,5,4,0,1,3,22.725,12,2011,1
5099,65,6,4,0,1,3,22.725,13,2011,1
5100,69,6,4,0,1,3,23.485,14,2011,1
5101,43,2,4,0,1,3,24.24,15,2011,1
5102,84,4,4,0,1,3,22.725,16,2011,1
5103,249,13,4,0,1,2,22.725,17,2011,1
5104,287,17,4,0,1,2,22.725,18,2011,0
5105,223,10,4,0,1,3,22.725,19,2011,0
5106,107,3,4,0,1,3,22.725,20,2011,0
5107,108,6,4,0,1,2,21.97,21,2011,0
5108,82,5,4,0,1,3,22.725,22,2011,0
5109,48,5,4,0,1,3,22.725,23,2011,0
5110,30,3,4,0,1,1,21.97,0,2011,0
5111,9,4,4,0,1,2,22.725,1,2011,0
5112,4,2,4,0,1,3,22.725,2,2011,0
5113,3,0,4,0,1,3,22.725,3,2011,0
5114,1,0,4,0,1,3,22.725,4,2011,0
5115,3,0,4,0,1,3,22.725,5,2011,0
5116,18,0,4,0,1,3,23.485,6,2011,0
5117,43,3,4,0,1,3,21.97,7,2011,1
5118,80,6,4,0,1,3,21.97,8,2011,1
5119,64,0,4,0,1,3,21.97,9,2011,1
5120,32,1,4,0,1,3,21.97,10,2011,1
5121,47,3,4,0,1,3,21.97,11,2011,1
5122,29,4,4,0,1,3,21.97,12,2011,1
5123,28,5,4,0,1,3,21.97,13,2011,1
5124,24,1,4,0,1,3,21.97,14,2011,1
5125,25,5,4,0,1,3,21.21,15,2011,1
5126,28,3,4,0,1,3,21.21,16,2011,1
5127,48,4,4,0,1,3,20.455,17,2011,1
5128,48,3,4,0,1,3,20.455,18,2011,0
5129,31,2,4,0,1,3,14.395,19,2011,0
5130,25,1,4,0,1,3,14.395,20,2011,0
5131,6,0,4,0,1,3,12.88,21,2011,0
5132,13,0,4,0,1,3,9.85,22,2011,0
5133,16,0,4,0,1,1,10.605,23,2011,0
5134,21,0,4,0,1,2,11.365,0,2011,0
5135,6,1,4,0,1,1,11.365,1,2011,0
5136,4,0,4,0,1,1,13.635,2,2011,0
5137,1,0,4,0,1,1,11.365,3,2011,0
5138,2,0,4,0,1,2,9.85,4,2011,0
5139,12,0,4,0,1,1,10.605,5,2011,0
5140,71,0,4,0,1,1,10.605,6,2011,0
5141,233,11,4,0,1,1,10.605,7,2011,1
5142,418,11,4,0,1,1,10.605,8,2011,1
5143,218,7,4,0,1,1,10.605,9,2011,1
5144,109,1,4,0,1,1,11.365,10,2011,1
5145,100,6,4,0,1,1,13.635,11,2011,1
5146,148,8,4,0,1,1,12.88,12,2011,1
5147,115,9,4,0,1,1,13.635,13,2011,1
5148,121,16,4,0,1,1,15.15,14,2011,1
5149,98,19,4,0,1,1,16.665,15,2011,1
5150,201,7,4,0,1,1,15.91,16,2011,1
5151,321,10,4,0,1,1,15.91,17,2011,1
5152,306,12,4,0,1,1,13.635,18,2011,0
5153,220,12,4,0,1,1,13.635,19,2011,0
5154,170,5,4,0,1,1,13.635,20,2011,0
5155,135,4,4,0,1,1,15.15,21,2011,0
5156,84,8,4,0,1,1,13.635,22,2011,0
5157,58,3,4,0,1,1,12.88,23,2011,0
5158,26,8,4,0,1,1,14.395,0,2011,0
5159,12,2,4,0,1,1,14.395,1,2011,0
5160,10,2,4,0,1,1,14.395,2,2011,0
5161,5,1,4,0,1,1,13.635,3,2011,0
5162,1,1,4,0,1,1,13.635,4,2011,0
5163,20,0,4,0,1,1,13.635,5,2011,0
5164,62,1,4,0,1,1,12.88,6,2011,0
5165,195,4,4,0,1,1,12.88,7,2011,1
5166,378,7,4,0,1,1,14.395,8,2011,1
5167,256,8,4,0,1,1,14.395,9,2011,1
5168,115,11,4,0,1,2,15.15,10,2011,1
5169,121,15,4,0,1,1,15.15,11,2011,1
5170,146,27,4,0,1,1,16.665,12,2011,1
5171,141,27,4,0,1,1,19.695,13,2011,1
5172,163,24,4,0,1,1,19.695,14,2011,1
5173,160,29,4,0,1,1,19.695,15,2011,1
5174,226,24,4,0,1,1,17.425,16,2011,1
5175,352,10,4,0,1,1,17.425,17,2011,1
5176,308,10,4,0,1,1,18.18,18,2011,0
5177,189,10,4,0,1,1,18.18,19,2011,0
5178,140,10,4,0,1,1,16.665,20,2011,0
5179,131,9,4,0,1,1,16.665,21,2011,0
5180,114,15,4,0,1,1,15.91,22,2011,0
5181,88,6,4,0,1,1,15.91,23,2011,0
5182,66,11,4,0,0,2,13.635,0,2011,0
5183,55,11,4,0,0,2,12.88,1,2011,0
5184,48,12,4,0,0,2,15.15,2,2011,0
5185,20,5,4,0,0,2,15.15,3,2011,0
5186,3,0,4,0,0,2,13.635,4,2011,0
5187,6,0,4,0,0,1,12.88,5,2011,0
5188,10,1,4,0,0,1,12.88,6,2011,0
5189,11,0,4,0,0,1,11.365,7,2011,1
5190,68,5,4,0,0,1,13.635,8,2011,1
5191,134,15,4,0,0,1,12.88,9,2011,1
5192,161,31,4,0,0,1,15.15,10,2011,1
5193,192,44,4,0,0,1,14.395,11,2011,1
5194,235,48,4,0,0,1,14.395,12,2011,1
5195,239,47,4,0,0,1,15.15,13,2011,1
5196,242,51,4,0,0,1,15.15,14,2011,1
5197,239,60,4,0,0,1,15.15,15,2011,1
5198,183,58,4,0,0,1,14.395,16,2011,1
5199,151,34,4,0,0,1,12.88,17,2011,1
5200,144,28,4,0,0,1,12.88,18,2011,0
5201,139,15,4,0,0,1,12.12,19,2011,0
5202,114,10,4,0,0,1,11.365,20,2011,0
5203,79,4,4,0,0,1,10.605,21,2011,0
5204,88,7,4,0,0,1,11.365,22,2011,0
5205,61,5,4,0,0,1,10.605,23,2011,0
5206,69,5,4,0,0,1,9.85,0,2011,0
5207,54,8,4,0,0,1,7.575,1,2011,0
5208,47,5,4,0,0,1,8.335,2,2011,0
5209,17,2,4,0,0,1,9.09,3,2011,0
5210,5,0,4,0,0,1,8.335,4,2011,0
5211,6,0,4,0,0,1,10.605,5,2011,0
5212,10,0,4,0,0,1,11.365,6,2011,0
5213,30,1,4,0,0,1,12.12,7,2011,1
5214,68,4,4,0,0,1,11.365,8,2011,1
5215,88,19,4,0,0,1,12.88,9,2011,1
5216,164,30,4,0,0,1,14.395,10,2011,1
5217,166,31,4,0,0,1,15.15,11,2011,1
5218,246,42,4,0,0,1,15.15,12,2011,1
5219,224,44,4,0,0,1,16.665,13,2011,1
5220,198,44,4,0,0,1,16.665,14,2011,1
5221,219,47,4,0,0,1,16.665,15,2011,1
5222,174,32,4,0,0,1,16.665,16,2011,1
5223,150,13,4,0,0,1,15.91,17,2011,1
5224,151,12,4,0,0,1,11.365,18,2011,0
5225,98,7,4,0,0,1,11.365,19,2011,0
5226,62,10,4,0,0,1,12.12,20,2011,0
5227,53,10,4,0,0,1,13.635,21,2011,0
5228,36,7,4,0,0,1,13.635,22,2011,0
5229,31,4,4,0,0,1,12.88,23,2011,0
5230,16,4,4,0,1,1,11.365,0,2011,0
5231,9,0,4,0,1,1,12.88,1,2011,0
5232,4,0,4,0,1,1,12.88,2,2011,0
5233,2,0,4,0,1,1,12.12,3,2011,0
5234,3,0,4,0,1,1,12.12,4,2011,0
5235,21,0,4,0,1,1,11.365,5,2011,0
5236,63,1,4,0,1,1,9.09,6,2011,0
5237,231,4,4,0,1,1,7.575,7,2011,1
5238,378,7,4,0,1,2,9.09,8,2011,1
5239,208,12,4,0,1,2,10.605,9,2011,1
5240,91,14,4,0,1,2,12.12,10,2011,1
5241,100,15,4,0,1,2,14.395,11,2011,1
5242,138,7,4,0,1,1,14.395,12,2011,1
5243,153,13,4,0,1,2,15.91,13,2011,1
5244,95,16,4,0,1,2,16.665,14,2011,1
5245,124,8,4,0,1,2,16.665,15,2011,1
5246,209,5,4,0,1,2,16.665,16,2011,1
5247,352,7,4,0,1,2,16.665,17,2011,1
5248,349,8,4,0,1,1,15.91,18,2011,0
5249,232,9,4,0,1,1,15.15,19,2011,0
5250,157,8,4,0,1,1,15.91,20,2011,0
5251,119,2,4,0,1,1,15.15,21,2011,0
5252,71,0,4,0,1,1,15.15,22,2011,0
5253,42,3,4,0,1,1,14.395,23,2011,0
5254,16,1,4,0,1,1,13.635,0,2011,0
5255,4,0,4,0,1,1,12.88,1,2011,0
5256,1,1,4,0,1,1,12.88,2,2011,0
5257,3,0,4,0,1,1,12.12,3,2011,0
5258,4,0,4,0,1,1,12.88,4,2011,0
5259,20,0,4,0,1,1,12.12,5,2011,0
5260,92,0,4,0,1,1,12.88,6,2011,0
5261,221,2,4,0,1,1,8.335,7,2011,1
5262,391,9,4,0,1,1,11.365,8,2011,1
5263,223,10,4,0,1,1,12.88,9,2011,1
5264,99,3,4,0,1,1,15.15,10,2011,1
5265,115,9,4,0,1,1,15.91,11,2011,1
5266,147,20,4,0,1,1,16.665,12,2011,1
5267,120,7,4,0,1,1,20.455,13,2011,1
5268,116,18,4,0,1,1,20.455,14,2011,1
5269,144,7,4,0,1,1,20.455,15,2011,1
5270,194,13,4,0,1,1,19.695,16,2011,1
5271,381,17,4,0,1,1,17.425,17,2011,1
5272,370,12,4,0,1,1,15.91,18,2011,0
5273,262,5,4,0,1,1,15.91,19,2011,0
5274,154,7,4,0,1,1,15.91,20,2011,0
5275,134,5,4,0,1,1,15.15,21,2011,0
5276,102,5,4,0,1,1,15.15,22,2011,0
5277,55,4,4,0,1,1,15.15,23,2011,0
5278,22,0,4,0,1,1,15.15,0,2011,0
5279,8,0,4,0,1,1,15.15,1,2011,0
5280,2,0,4,0,1,1,15.15,2,2011,0
5281,3,0,4,0,1,1,15.91,3,2011,0
5282,4,0,4,0,1,1,15.15,4,2011,0
5283,26,0,4,0,1,2,15.15,5,2011,0
5284,87,0,4,0,1,2,15.15,6,2011,0
5285,243,4,4,0,1,1,15.91,7,2011,1
5286,458,9,4,0,1,2,15.15,8,2011,1
5287,230,9,4,0,1,2,16.665,9,2011,1
5288,133,9,4,0,1,2,17.425,10,2011,1
5289,103,12,4,0,1,2,18.18,11,2011,1
5290,138,6,4,0,1,2,18.18,12,2011,1
5291,119,14,4,0,1,2,18.18,13,2011,1
5292,134,17,4,0,1,2,19.695,14,2011,1
5293,143,24,4,0,1,2,19.695,15,2011,1
5294,233,12,4,0,1,2,19.695,16,2011,1
5295,377,19,4,0,1,2,18.18,17,2011,1
5296,379,11,4,0,1,2,17.425,18,2011,0
5297,259,9,4,0,1,2,18.18,19,2011,0
5298,169,6,4,0,1,2,17.425,20,2011,0
5299,145,9,4,0,1,2,16.665,21,2011,0
5300,99,5,4,0,1,1,16.665,22,2011,0
5301,48,3,4,0,1,1,15.91,23,2011,0
5302,45,5,4,0,1,1,15.91,0,2011,0
5303,15,5,4,0,1,2,15.91,1,2011,0
5304,5,2,4,0,1,2,16.665,2,2011,0
5305,2,1,4,0,1,2,16.665,3,2011,0
5306,6,0,4,0,1,2,15.15,4,2011,0
5307,24,0,4,0,1,2,15.15,5,2011,0
5308,90,2,4,0,1,1,15.91,6,2011,0
5309,252,6,4,0,1,1,15.91,7,2011,1
5310,449,8,4,0,1,2,15.91,8,2011,1
5311,274,6,4,0,1,2,16.665,9,2011,1
5312,105,4,4,0,1,2,20.455,10,2011,1
5313,126,9,4,0,1,2,20.455,11,2011,1
5314,140,17,4,0,1,2,22.725,12,2011,1
5315,150,14,4,0,1,2,24.24,13,2011,1
5316,124,8,4,0,1,2,25.0,14,2011,1
5317,76,6,4,0,1,3,25.0,15,2011,1
5318,124,7,4,0,1,3,22.725,16,2011,1
5319,310,14,4,0,1,2,25.0,17,2011,1
5320,363,14,4,0,1,2,25.0,18,2011,0
5321,274,13,4,0,1,2,25.0,19,2011,0
5322,209,12,4,0,1,1,25.0,20,2011,0
5323,145,10,4,0,1,1,24.24,21,2011,0
5324,116,8,4,0,1,1,25.0,22,2011,0
5325,104,10,4,0,1,1,25.0,23,2011,0
5326,60,12,4,0,1,1,24.24,0,2011,0
5327,28,3,4,0,1,1,24.24,1,2011,0
5328,23,0,4,0,1,1,23.485,2,2011,0
5329,3,2,4,0,1,1,22.725,3,2011,0
5330,4,1,4,0,1,2,24.24,4,2011,0
5331,26,0,4,0,1,1,23.485,5,2011,0
5332,80,2,4,0,1,2,21.97,6,2011,0
5333,226,5,4,0,1,2,19.695,7,2011,1
5334,449,10,4,0,1,1,16.665,8,2011,1
5335,235,8,4,0,1,1,16.665,9,2011,1
5336,122,10,4,0,1,1,15.15,10,2011,1
5337,135,9,4,0,1,2,15.15,11,2011,1
5338,163,10,4,0,1,2,15.15,12,2011,1
5339,125,12,4,0,1,2,15.15,13,2011,1
5340,115,13,4,0,1,2,15.91,14,2011,1
5341,141,12,4,0,1,2,15.15,15,2011,1
5342,212,12,4,0,1,2,15.15,16,2011,1
5343,352,13,4,0,1,2,15.15,17,2011,1
5344,285,10,4,0,1,2,15.15,18,2011,0
5345,203,11,4,0,1,2,15.15,19,2011,0
5346,146,6,4,0,1,2,15.91,20,2011,0
5347,95,7,4,0,1,2,15.91,21,2011,0
5348,100,6,4,0,1,2,15.15,22,2011,0
5349,71,4,4,0,1,2,15.15,23,2011,0
5350,59,3,4,0,0,1,14.395,0,2011,0
5351,39,4,4,0,0,2,14.395,1,2011,0
5352,47,11,4,0,0,2,13.635,2,2011,0
5353,22,4,4,0,0,1,12.88,3,2011,0
5354,9,0,4,0,0,1,12.12,4,2011,0
5355,7,2,4,0,0,2,12.88,5,2011,0
5356,17,0,4,0,0,2,12.12,6,2011,0
5357,20,0,4,0,0,2,12.88,7,2011,1
5358,55,4,4,0,0,2,12.88,8,2011,1
5359,95,5,4,0,0,2,12.12,9,2011,1
5360,171,10,4,0,0,2,12.12,10,2011,1
5361,188,21,4,0,0,2,12.88,11,2011,1
5362,216,28,4,0,0,2,12.88,12,2011,1
5363,204,32,4,0,0,2,13.635,13,2011,1
5364,207,30,4,0,0,1,12.88,14,2011,1
5365,195,33,4,0,0,1,12.88,15,2011,1
5366,192,30,4,0,0,1,13.635,16,2011,1
5367,153,12,4,0,0,1,12.88,17,2011,1
5368,150,7,4,0,0,1,11.365,18,2011,0
5369,95,11,4,0,0,3,10.605,19,2011,0
5370,99,7,4,0,0,1,10.605,20,2011,0
5371,88,8,4,0,0,1,10.605,21,2011,0
5372,73,7,4,0,0,1,10.605,22,2011,0
5373,63,6,4,0,0,1,11.365,23,2011,0
5374,64,7,4,0,0,1,10.605,0,2011,0
5375,43,3,4,0,0,1,11.365,1,2011,0
5376,39,2,4,0,0,1,12.12,2,2011,0
5377,16,2,4,0,0,1,10.605,3,2011,0
5378,1,0,4,0,0,1,10.605,4,2011,0
5379,4,1,4,0,0,1,11.365,5,2011,0
5380,3,0,4,0,0,1,10.605,6,2011,0
5381,11,1,4,0,0,1,10.605,7,2011,1
5382,31,1,4,0,0,1,12.88,8,2011,1
5383,75,6,4,0,0,1,11.365,9,2011,1
5384,122,7,4,0,0,1,11.365,10,2011,1
5385,168,20,4,0,0,2,11.365,11,2011,1
5386,202,26,4,0,0,1,12.88,12,2011,1
5387,210,18,4,0,0,1,13.635,13,2011,1
5388,200,19,4,0,0,1,14.395,14,2011,1
5389,184,23,4,0,0,1,15.15,15,2011,1
5390,207,27,4,0,0,1,13.635,16,2011,1
5391,126,10,4,0,0,1,13.635,17,2011,1
5392,123,15,4,0,0,1,13.635,18,2011,0
5393,130,5,4,0,0,1,13.635,19,2011,0
5394,94,10,4,0,0,1,12.88,20,2011,0
5395,80,9,4,0,0,1,13.635,21,2011,0
5396,47,2,4,0,0,1,11.365,22,2011,0
5397,31,6,4,0,0,1,11.365,23,2011,0
5398,14,3,4,0,1,1,11.365,0,2011,0
5399,8,3,4,0,1,1,10.605,1,2011,0
5400,3,0,4,0,1,1,10.605,2,2011,0
5401,3,0,4,0,1,1,9.85,3,2011,0
5402,4,0,4,0,1,1,9.09,4,2011,0
5403,21,0,4,0,1,1,8.335,5,2011,0
5404,68,0,4,0,1,1,9.09,6,2011,0
5405,187,4,4,0,1,1,10.605,7,2011,1
5406,389,8,4,0,1,1,9.85,8,2011,1
5407,166,17,4,0,1,1,10.605,9,2011,1
5408,96,12,4,0,1,1,11.365,10,2011,1
5409,105,22,4,0,1,1,12.12,11,2011,1
5410,128,13,4,0,1,1,13.635,12,2011,1
5411,127,15,4,0,1,1,15.15,13,2011,1
5412,107,30,4,0,1,1,17.425,14,2011,1
5413,135,24,4,0,1,1,19.695,15,2011,1
5414,189,19,4,0,1,1,20.455,16,2011,1
5415,362,16,4,0,1,1,19.695,17,2011,1
5416,343,11,4,0,1,1,17.425,18,2011,0
5417,234,17,4,0,1,2,17.425,19,2011,0
5418,197,9,4,0,1,1,20.455,20,2011,0
5419,112,15,4,0,1,2,17.425,21,2011,0
5420,95,12,4,0,1,2,17.425,22,2011,0
5421,50,10,4,0,1,1,17.425,23,2011,0
5422,43,5,1,0,0,1,18.94,0,2012,0
5423,78,15,1,0,0,1,17.425,1,2012,0
5424,59,16,1,0,0,1,17.425,2,2012,0
5425,41,11,1,0,0,1,16.665,3,2012,0
5426,8,0,1,0,0,1,15.15,4,2012,0
5427,5,0,1,0,0,1,14.395,5,2012,0
5428,1,1,1,0,0,1,13.635,6,2012,0
5429,6,1,1,0,0,1,12.88,7,2012,1
5430,10,4,1,0,0,1,13.635,8,2012,1
5431,27,13,1,0,0,1,13.635,9,2012,1
5432,52,18,1,0,0,1,15.91,10,2012,1
5433,98,40,1,0,0,1,16.665,11,2012,1
5434,143,58,1,0,0,1,20.455,12,2012,1
5435,141,82,1,0,0,1,21.21,13,2012,1
5436,147,120,1,0,0,1,21.97,14,2012,1
5437,164,101,1,0,0,1,22.725,15,2012,1
5438,147,68,1,0,0,2,21.97,16,2012,1
5439,75,36,1,0,0,2,23.485,17,2012,1
5440,81,25,1,0,0,3,22.725,18,2012,0
5441,85,20,1,0,0,3,21.21,19,2012,0
5442,58,25,1,0,0,2,21.97,20,2012,0
5443,61,10,1,0,0,2,21.97,21,2012,0
5444,53,13,1,0,0,1,22.725,22,2012,0
5445,25,4,1,0,0,1,21.97,23,2012,0
5446,31,8,1,1,0,1,20.455,0,2012,0
5447,11,1,1,1,0,1,16.665,1,2012,0
5448,6,1,1,1,0,1,15.91,2,2012,0
5449,4,0,1,1,0,1,12.88,4,2012,0
5450,3,1,1,1,0,1,12.88,5,2012,0
5451,14,0,1,1,0,1,11.365,6,2012,0
5452,16,0,1,1,0,1,10.605,7,2012,1
5453,51,2,1,1,0,1,11.365,8,2012,1
5454,53,15,1,1,0,1,12.88,9,2012,1
5455,89,20,1,1,0,1,12.12,10,2012,1
5456,142,33,1,1,0,1,10.605,11,2012,1
5457,161,41,1,1,0,1,13.635,12,2012,1
5458,150,26,1,1,0,1,13.635,13,2012,1
5459,141,10,1,1,0,1,13.635,14,2012,1
5460,139,29,1,1,0,1,12.12,15,2012,1
5461,144,10,1,1,0,1,11.365,16,2012,1
5462,136,17,1,1,0,1,11.365,17,2012,1
5463,113,13,1,1,0,1,12.12,18,2012,0
5464,89,4,1,1,0,1,11.365,19,2012,0
5465,83,5,1,1,0,1,11.365,20,2012,0
5466,63,3,1,1,0,2,10.605,21,2012,0
5467,36,3,1,1,0,2,10.605,22,2012,0
5468,32,2,1,1,0,1,10.605,23,2012,0
5469,13,0,1,0,1,1,9.85,0,2012,0
5470,5,1,1,0,1,1,9.09,1,2012,0
5471,3,0,1,0,1,1,8.335,2,2012,0
5472,2,0,1,0,1,1,6.82,3,2012,0
5473,5,0,1,0,1,1,7.575,4,2012,0
5474,12,0,1,0,1,1,6.82,5,2012,0
5475,81,4,1,0,1,1,6.06,6,2012,0
5476,168,2,1,0,1,1,6.06,7,2012,1
5477,349,5,1,0,1,1,6.82,8,2012,1
5478,145,8,1,0,1,1,6.82,9,2012,1
5479,55,5,1,0,1,1,6.06,10,2012,1
5480,63,12,1,0,1,1,6.82,11,2012,1
5481,70,4,1,0,1,1,6.82,12,2012,1
5482,68,5,1,0,1,1,6.06,13,2012,1
5483,72,7,1,0,1,1,6.06,14,2012,1
5484,68,9,1,0,1,1,6.06,15,2012,1
5485,129,7,1,0,1,1,4.545,16,2012,1
5486,241,4,1,0,1,1,5.305,17,2012,1
5487,214,10,1,0,1,1,4.545,18,2012,0
5488,152,4,1,0,1,1,4.545,19,2012,0
5489,115,0,1,0,1,1,6.06,20,2012,0
5490,66,2,1,0,1,1,5.305,21,2012,0
5491,33,0,1,0,1,1,5.305,22,2012,0
5492,18,0,1,0,1,1,3.79,23,2012,0
5493,9,0,1,0,1,1,3.03,0,2012,0
5494,3,0,1,0,1,1,1.515,1,2012,0
5495,1,0,1,0,1,1,0.76,2,2012,0
5496,1,0,1,0,1,1,0.76,3,2012,0
5497,2,0,1,0,1,1,2.275,4,2012,0
5498,14,0,1,0,1,1,2.275,5,2012,0
5499,59,0,1,0,1,1,2.275,6,2012,0
5500,151,1,1,0,1,1,2.275,7,2012,1
5501,310,5,1,0,1,1,3.03,8,2012,1
5502,173,7,1,0,1,1,3.03,9,2012,1
5503,57,7,1,0,1,1,5.305,10,2012,1
5504,40,6,1,0,1,2,6.06,11,2012,1
5505,75,9,1,0,1,2,5.305,12,2012,1
5506,82,9,1,0,1,2,6.06,13,2012,1
5507,69,6,1,0,1,2,6.06,14,2012,1
5508,81,9,1,0,1,2,7.575,15,2012,1
5509,123,8,1,0,1,2,8.335,16,2012,1
5510,272,9,1,0,1,2,9.85,17,2012,1
5511,280,9,1,0,1,2,10.605,18,2012,0
5512,182,2,1,0,1,2,11.365,19,2012,0
5513,121,2,1,0,1,2,9.85,20,2012,0
5514,88,2,1,0,1,2,12.88,21,2012,0
5515,48,4,1,0,1,2,11.365,22,2012,0
5516,32,0,1,0,1,2,11.365,23,2012,0
5517,13,1,1,0,1,2,11.365,0,2012,0
5518,5,0,1,0,1,1,11.365,1,2012,0
5519,4,0,1,0,1,1,11.365,2,2012,0
5520,4,0,1,0,1,1,12.88,3,2012,0
5521,5,0,1,0,1,2,11.365,4,2012,0
5522,26,0,1,0,1,2,11.365,5,2012,0
5523,78,0,1,0,1,2,10.605,6,2012,0
5524,212,3,1,0,1,2,11.365,7,2012,1
5525,377,11,1,0,1,2,12.88,8,2012,1
5526,220,7,1,0,1,2,13.635,9,2012,1
5527,81,5,1,0,1,2,12.88,10,2012,1
5528,78,6,1,0,1,1,16.665,11,2012,1
5529,114,6,1,0,1,1,14.395,12,2012,1
5530,112,6,1,0,1,1,15.15,13,2012,1
5531,104,13,1,0,1,1,15.91,14,2012,1
5532,113,6,1,0,1,1,16.665,15,2012,1
5533,178,19,1,0,1,1,16.665,16,2012,1
5534,393,19,1,0,1,2,17.425,17,2012,1
5535,374,9,1,0,1,1,16.665,18,2012,0
5536,255,10,1,0,1,1,17.425,19,2012,0
5537,172,5,1,0,1,1,16.665,20,2012,0
5538,88,9,1,0,1,1,13.635,21,2012,0
5539,70,1,1,0,1,1,12.88,22,2012,0
5540,56,4,1,0,1,1,12.88,23,2012,0
5541,24,1,1,0,1,1,12.88,0,2012,0
5542,6,2,1,0,1,1,13.635,1,2012,0
5543,3,2,1,0,1,1,11.365,2,2012,0
5544,3,1,1,0,1,1,12.12,3,2012,0
5545,3,0,1,0,1,1,11.365,4,2012,0
5546,13,0,1,0,1,2,10.605,5,2012,0
5547,69,1,1,0,1,2,12.12,6,2012,0
5548,201,4,1,0,1,2,14.395,7,2012,1
5549,436,11,1,0,1,1,12.12,8,2012,1
5550,237,4,1,0,1,1,12.12,9,2012,1
5551,102,14,1,0,1,1,12.88,10,2012,1
5552,130,8,1,0,1,1,15.15,11,2012,1
5553,168,23,1,0,1,1,16.665,12,2012,1
5554,188,16,1,0,1,1,20.455,13,2012,1
5555,152,26,1,0,1,1,22.725,14,2012,1
5556,178,44,1,0,1,1,25.0,15,2012,1
5557,259,35,1,0,1,1,25.0,16,2012,1
5558,456,20,1,0,1,1,22.725,17,2012,1
5559,391,28,1,0,1,1,24.24,18,2012,0
5560,261,11,1,0,1,1,22.725,19,2012,0
5561,163,14,1,0,1,1,21.21,20,2012,0
5562,137,17,1,0,1,1,20.455,21,2012,0
5563,123,12,1,0,1,1,17.425,22,2012,0
5564,88,13,1,0,1,1,18.94,23,2012,0
5565,77,2,1,0,0,1,17.425,0,2012,0
5566,56,6,1,0,0,1,19.695,1,2012,0
5567,36,2,1,0,0,1,18.18,2,2012,0
5568,19,1,1,0,0,1,16.665,3,2012,0
5569,9,1,1,0,0,1,16.665,4,2012,0
5570,7,2,1,0,0,1,13.635,5,2012,0
5571,7,0,1,0,0,1,13.635,6,2012,0
5572,20,0,1,0,0,1,11.365,7,2012,1
5573,64,0,1,0,0,1,12.88,8,2012,1
5574,116,14,1,0,0,1,11.365,9,2012,1
5575,160,43,1,0,0,1,15.15,10,2012,1
5576,250,74,1,0,0,1,15.91,11,2012,1
5577,276,100,1,0,0,1,20.455,12,2012,1
5578,296,149,1,0,0,1,21.97,13,2012,1
5579,356,156,1,0,0,1,24.24,14,2012,1
5580,317,132,1,0,0,1,27.275,15,2012,1
5581,268,133,1,0,0,2,26.515,16,2012,1
5582,235,87,1,0,0,2,25.76,17,2012,1
5583,248,49,1,0,0,1,25.76,18,2012,0
5584,171,44,1,0,0,1,25.0,19,2012,0
5585,149,21,1,0,0,1,24.24,20,2012,0
5586,118,22,1,0,0,1,21.97,21,2012,0
5587,93,16,1,0,0,1,21.97,22,2012,0
5588,103,16,1,0,0,1,21.21,23,2012,0
5589,77,14,1,0,0,1,19.695,0,2012,0
5590,62,10,1,0,0,1,16.665,1,2012,0
5591,57,10,1,0,0,1,16.665,2,2012,0
5592,26,6,1,0,0,1,16.665,3,2012,0
5593,4,2,1,0,0,1,15.15,4,2012,0
5594,2,0,1,0,0,2,16.665,5,2012,0
5595,2,0,1,0,0,2,16.665,6,2012,0
5596,23,1,1,0,0,2,16.665,7,2012,1
5597,53,4,1,0,0,1,15.15,8,2012,1
5598,102,23,1,0,0,1,16.665,9,2012,1
