,count,season,holiday,workingday,weather,atemp,humidity,windspeed,hour,year,dow,month,rushhour,sunindicator
5437,265,1,0,0,1,22.725,51,19.9995,15,2012,7,1,1,1
5438,215,1,0,0,2,21.97,54,19.9995,16,2012,7,1,1,1
5439,111,1,0,0,2,23.485,48,11.0014,17,2012,7,1,1,1
5440,106,1,0,0,3,22.725,59,16.9979,18,2012,7,1,1,0
5441,105,1,0,0,3,21.21,67,26.0027,19,2012,7,1,0,0
5442,83,1,0,0,2,21.97,62,19.9995,20,2012,7,1,0,0
5443,71,1,0,0,2,21.97,67,16.9979,21,2012,7,1,0,0
5444,66,1,0,0,1,22.725,55,27.9993,22,2012,7,1,0,0
5445,29,1,0,0,1,21.97,51,19.9995,23,2012,7,1,0,0
5446,39,1,1,0,1,20.455,40,31.0009,0,2012,1,1,0,0
5447,12,1,1,0,1,16.665,43,27.9993,1,2012,1,1,0,0
5448,7,1,1,0,1,15.91,34,30.0026,2,2012,1,1,0,0
5449,4,1,1,0,1,12.88,45,22.0028,4,2012,1,1,0,0
5450,4,1,1,0,1,12.88,45,22.0028,5,2012,1,1,0,0
5451,14,1,1,0,1,11.365,41,26.0027,6,2012,1,1,1,0
5452,16,1,1,0,1,10.605,32,26.0027,7,2012,1,1,1,1
5453,53,1,1,0,1,11.365,35,16.9979,8,2012,1,1,1,1
5454,68,1,1,0,1,12.88,35,0.0,9,2012,1,1,1,1
5455,109,1,1,0,1,12.12,35,19.0012,10,2012,1,1,0,1
5456,175,1,1,0,1,10.605,35,32.9975,11,2012,1,1,0,1
5457,202,1,1,0,1,13.635,36,16.9979,12,2012,1,1,0,1
5458,176,1,1,0,1,13.635,36,19.9995,13,2012,1,1,0,1
5459,151,1,1,0,1,13.635,36,27.9993,14,2012,1,1,0,1
5460,168,1,1,0,1,12.12,38,30.0026,15,2012,1,1,1,1
5461,154,1,1,0,1,11.365,35,27.9993,16,2012,1,1,1,1
5462,153,1,1,0,1,11.365,35,26.0027,17,2012,1,1,1,1
5463,126,1,1,0,1,12.12,33,16.9979,18,2012,1,1,1,0
5464,93,1,1,0,1,11.365,38,15.0013,19,2012,1,1,0,0
5465,88,1,1,0,1,11.365,41,15.0013,20,2012,1,1,0,0
5466,66,1,1,0,2,10.605,41,22.0028,21,2012,1,1,0,0
5467,39,1,1,0,2,10.605,44,19.0012,22,2012,1,1,0,0
5468,34,1,1,0,1,10.605,44,16.9979,23,2012,1,1,0,0
5469,13,1,0,1,1,9.85,51,16.9979,0,2012,2,1,0,0
5470,6,1,0,1,1,9.09,55,15.0013,1,2012,2,1,0,0
5471,3,1,0,1,1,8.335,51,16.9979,2,2012,2,1,0,0
5472,2,1,0,1,1,6.82,55,19.0012,3,2012,2,1,0,0
5473,5,1,0,1,1,7.575,55,16.9979,4,2012,2,1,0,0
5474,12,1,0,1,1,6.82,54,12.998,5,2012,2,1,0,0
5475,85,1,0,1,1,6.06,59,19.0012,6,2012,2,1,1,0
5476,170,1,0,1,1,6.06,59,16.9979,7,2012,2,1,1,1
5477,354,1,0,1,1,6.82,55,19.0012,8,2012,2,1,1,1
5478,153,1,0,1,1,6.82,50,19.0012,9,2012,2,1,1,1
5479,60,1,0,1,1,6.06,47,31.0009,10,2012,2,1,0,1
5480,75,1,0,1,1,6.82,37,35.0008,11,2012,2,1,0,1
5481,74,1,0,1,1,6.82,37,35.0008,12,2012,2,1,0,1
5482,73,1,0,1,1,6.06,34,43.9989,13,2012,2,1,0,1
5483,79,1,0,1,1,6.06,43,35.0008,14,2012,2,1,0,1
5484,77,1,0,1,1,6.06,37,27.9993,15,2012,2,1,1,1
5485,136,1,0,1,1,4.545,39,39.0007,16,2012,2,1,1,1
5486,245,1,0,1,1,5.305,26,31.0009,17,2012,2,1,1,1
5487,224,1,0,1,1,4.545,26,35.0008,18,2012,2,1,1,0
5488,156,1,0,1,1,4.545,28,27.9993,19,2012,2,1,0,0
5489,115,1,0,1,1,6.06,33,16.9979,20,2012,2,1,0,0
5490,68,1,0,1,1,5.305,36,15.0013,21,2012,2,1,0,0
5491,33,1,0,1,1,5.305,46,16.9979,22,2012,2,1,0,0
5492,18,1,0,1,1,3.79,46,26.0027,23,2012,2,1,0,0
5493,9,1,0,1,1,3.03,42,22.0028,0,2012,3,1,0,0
5494,3,1,0,1,1,1.515,38,19.9995,1,2012,3,1,0,0
5495,1,1,0,1,1,0.76,34,19.0012,2,2012,3,1,0,0
5496,1,1,0,1,1,0.76,34,19.0012,3,2012,3,1,0,0
5497,2,1,0,1,1,2.275,41,12.998,4,2012,3,1,0,0
5498,14,1,0,1,1,2.275,41,12.998,5,2012,3,1,0,0
5499,59,1,0,1,1,2.275,41,11.0014,6,2012,3,1,1,0
5500,152,1,0,1,1,2.275,44,12.998,7,2012,3,1,1,1
5501,315,1,0,1,1,3.03,44,8.9981,8,2012,3,1,1,1
5502,180,1,0,1,1,3.03,45,8.9981,9,2012,3,1,1,1
5503,64,1,0,1,1,5.305,45,0.0,10,2012,3,1,0,1
5504,46,1,0,1,2,6.06,42,6.0032,11,2012,3,1,0,1
5505,84,1,0,1,2,5.305,46,12.998,12,2012,3,1,0,1
5506,91,1,0,1,2,6.06,43,16.9979,13,2012,3,1,0,1
5507,75,1,0,1,2,6.06,46,16.9979,14,2012,3,1,0,1
5508,90,1,0,1,2,7.575,37,22.0028,15,2012,3,1,1,1
5509,131,1,0,1,2,8.335,40,19.0012,16,2012,3,1,1,1
5510,281,1,0,1,2,9.85,40,12.998,17,2012,3,1,1,1
5511,289,1,0,1,2,10.605,37,8.9981,18,2012,3,1,1,0
5512,184,1,0,1,2,11.365,40,7.0015,19,2012,3,1,0,0
5513,123,1,0,1,2,9.85,40,12.998,20,2012,3,1,0,0
5514,90,1,0,1,2,12.88,44,0.0,21,2012,3,1,0,0
5515,52,1,0,1,2,11.365,47,6.0032,22,2012,3,1,0,0
5516,32,1,0,1,2,11.365,44,7.0015,23,2012,3,1,0,0
5517,14,1,0,1,2,11.365,47,12.998,0,2012,4,1,0,0
5518,5,1,0,1,1,11.365,51,6.0032,1,2012,4,1,0,0
5519,4,1,0,1,1,11.365,51,6.0032,2,2012,4,1,0,0
5520,4,1,0,1,1,12.88,61,0.0,3,2012,4,1,0,0
5521,5,1,0,1,2,11.365,59,6.0032,4,2012,4,1,0,0
5522,26,1,0,1,2,11.365,59,6.0032,5,2012,4,1,0,0
5523,78,1,0,1,2,10.605,75,8.9981,6,2012,4,1,1,0
5524,215,1,0,1,2,11.365,69,6.0032,7,2012,4,1,1,1
5525,388,1,0,1,2,12.88,75,0.0,8,2012,4,1,1,1
5526,227,1,0,1,2,13.635,69,0.0,9,2012,4,1,1,1
5527,86,1,0,1,2,12.88,52,6.0032,10,2012,4,1,0,1
5528,84,1,0,1,1,16.665,49,0.0,11,2012,4,1,0,1
5529,120,1,0,1,1,14.395,49,16.9979,12,2012,4,1,0,1
5530,118,1,0,1,1,15.15,42,19.9995,13,2012,4,1,0,1
5531,117,1,0,1,1,15.91,39,19.0012,14,2012,4,1,0,1
5532,119,1,0,1,1,16.665,34,19.0012,15,2012,4,1,1,1
5533,197,1,0,1,1,16.665,34,19.0012,16,2012,4,1,1,1
5534,412,1,0,1,2,17.425,34,12.998,17,2012,4,1,1,1
5535,383,1,0,1,1,16.665,36,11.0014,18,2012,4,1,1,0
5536,265,1,0,1,1,17.425,34,6.0032,19,2012,4,1,0,0
5537,177,1,0,1,1,16.665,49,0.0,20,2012,4,1,0,0
5538,97,1,0,1,1,13.635,60,8.9981,21,2012,4,1,0,0
5539,71,1,0,1,1,12.88,60,11.0014,22,2012,4,1,0,0
5540,60,1,0,1,1,12.88,70,7.0015,23,2012,4,1,0,0
5541,25,1,0,1,1,12.88,75,6.0032,0,2012,5,1,0,0
5542,8,1,0,1,1,13.635,75,0.0,1,2012,5,1,0,0
5543,5,1,0,1,1,11.365,69,11.0014,2,2012,5,1,0,0
5544,4,1,0,1,1,12.12,69,7.0015,3,2012,5,1,0,0
5545,3,1,0,1,1,11.365,69,8.9981,4,2012,5,1,0,0
5546,13,1,0,1,2,10.605,80,8.9981,5,2012,5,1,0,0
5547,70,1,0,1,2,12.12,73,7.0015,6,2012,5,1,1,0
5548,205,1,0,1,2,14.395,65,0.0,7,2012,5,1,1,1
5549,447,1,0,1,1,12.12,70,8.9981,8,2012,5,1,1,1
5550,241,1,0,1,1,12.12,70,11.0014,9,2012,5,1,1,1
5551,116,1,0,1,1,12.88,65,12.998,10,2012,5,1,0,1
5552,138,1,0,1,1,15.15,56,11.0014,11,2012,5,1,0,1
5553,191,1,0,1,1,16.665,50,16.9979,12,2012,5,1,0,1
5554,204,1,0,1,1,20.455,43,19.0012,13,2012,5,1,0,1
5555,178,1,0,1,1,22.725,36,12.998,14,2012,5,1,0,1
5556,222,1,0,1,1,25.0,27,16.9979,15,2012,5,1,1,1
5557,294,1,0,1,1,25.0,27,19.0012,16,2012,5,1,1,1
5558,476,1,0,1,1,22.725,36,15.0013,17,2012,5,1,1,1
5559,419,1,0,1,1,24.24,29,16.9979,18,2012,5,1,1,0
5560,272,1,0,1,1,22.725,33,19.0012,19,2012,5,1,0,0
5561,177,1,0,1,1,21.21,41,12.998,20,2012,5,1,0,0
5562,154,1,0,1,1,20.455,43,15.0013,21,2012,5,1,0,0
5563,135,1,0,1,1,17.425,50,12.998,22,2012,5,1,0,0
5564,101,1,0,1,1,18.94,50,0.0,23,2012,5,1,0,0
5565,79,1,0,0,1,17.425,50,11.0014,0,2012,6,1,0,0
5566,62,1,0,0,1,19.695,46,11.0014,1,2012,6,1,0,0
5567,38,1,0,0,1,18.18,50,7.0015,2,2012,6,1,0,0
5568,20,1,0,0,1,16.665,57,7.0015,3,2012,6,1,0,0
5569,10,1,0,0,1,16.665,57,6.0032,4,2012,6,1,0,0
5570,9,1,0,0,1,13.635,75,7.0015,5,2012,6,1,0,0
5571,7,1,0,0,1,13.635,75,7.0015,6,2012,6,1,1,0
5572,20,1,0,0,1,11.365,87,12.998,7,2012,6,1,1,1
5573,64,1,0,0,1,12.88,75,7.0015,8,2012,6,1,1,1
5574,130,1,0,0,1,11.365,80,8.9981,9,2012,6,1,1,1
5575,203,1,0,0,1,15.15,75,6.0032,10,2012,6,1,0,1
5576,324,1,0,0,1,15.91,57,15.0013,11,2012,6,1,0,1
5577,376,1,0,0,1,20.455,43,15.0013,12,2012,6,1,0,1
5578,445,1,0,0,1,21.97,44,12.998,13,2012,6,1,0,1
5579,512,1,0,0,1,24.24,42,19.0012,14,2012,6,1,0,1
5580,449,1,0,0,1,27.275,37,19.9995,15,2012,6,1,1,1
5581,401,1,0,0,2,26.515,37,19.0012,16,2012,6,1,1,1
5582,322,1,0,0,2,25.76,43,8.9981,17,2012,6,1,1,1
5583,297,1,0,0,1,25.76,45,8.9981,18,2012,6,1,1,0
5584,215,1,0,0,1,25.0,42,7.0015,19,2012,6,1,0,0
5585,170,1,0,0,1,24.24,39,16.9979,20,2012,6,1,0,0
5586,140,1,0,0,1,21.97,44,15.0013,21,2012,6,1,0,0
5587,109,1,0,0,1,21.97,38,16.9979,22,2012,6,1,0,0
5588,119,1,0,0,1,21.21,38,15.0013,23,2012,6,1,0,0
5589,91,1,0,0,1,19.695,40,19.0012,0,2012,7,1,0,0
5590,72,1,0,0,1,16.665,42,12.998,1,2012,7,1,0,0
5591,67,1,0,0,1,16.665,37,19.0012,2,2012,7,1,0,0
5592,32,1,0,0,1,16.665,42,8.9981,3,2012,7,1,0,0
5593,6,1,0,0,1,15.15,49,16.9979,4,2012,7,1,0,0
5594,2,1,0,0,2,16.665,49,7.0015,5,2012,7,1,0,0
5595,2,1,0,0,2,16.665,52,0.0,6,2012,7,1,1,0
5596,24,1,0,0,2,16.665,52,0.0,7,2012,7,1,1,1
5597,57,1,0,0,1,15.15,52,8.9981,8,2012,7,1,1,1
5598,125,1,0,0,1,16.665,53,8.9981,9,2012,7,1,1,1
5599,208,1,0,0,1,16.665,49,11.0014,10,2012,7,1,0,1
5600,256,1,0,0,1,17.425,46,15.0013,11,2012,7,1,0,1
5601,351,1,0,0,1,19.695,43,15.0013,12,2012,7,1,0,1
5602,343,1,0,0,1,20.455,37,19.9995,13,2012,7,1,0,1
5603,328,1,0,0,1,20.455,40,12.998,14,2012,7,1,0,1
5604,330,1,0,0,1,20.455,37,19.0012,15,2012,7,1,1,1
5605,314,1,0,0,1,20.455,37,19.9995,16,2012,7,1,1,1
5606,219,1,0,0,1,19.695,40,15.0013,17,2012,7,1,1,1
5607,181,1,0,0,1,15.91,46,15.0013,18,2012,7,1,1,0
5608,112,1,0,0,1,15.91,49,12.998,19,2012,7,1,0,0
5609,126,1,0,0,1,15.15,52,11.0014,20,2012,7,1,0,0
5610,91,1,0,0,1,13.635,56,15.0013,21,2012,7,1,0,0
5611,58,1,0,0,1,13.635,60,7.0015,22,2012,7,1,0,0
5612,30,1,0,0,1,12.12,56,16.9979,23,2012,7,1,0,0
5613,15,1,0,1,1,11.365,60,15.0013,0,2012,1,1,0,0
5614,5,1,0,1,1,12.12,60,8.9981,1,2012,1,1,0,0
5615,5,1,0,1,1,12.12,56,8.9981,2,2012,1,1,0,0
5616,3,1,0,1,1,12.12,52,11.0014,3,2012,1,1,0,0
5617,4,1,0,1,1,12.12,64,7.0015,4,2012,1,1,0,0
5618,21,1,0,1,2,11.365,64,6.0032,5,2012,1,1,0,0
5619,88,1,0,1,2,11.365,60,8.9981,6,2012,1,1,1,0
5620,240,1,0,1,2,12.12,60,7.0015,7,2012,1,1,1,1
5621,420,1,0,1,2,12.88,55,6.0032,8,2012,1,1,1,1
5622,197,1,0,1,2,13.635,64,0.0,9,2012,1,1,1,1
5623,108,1,0,1,1,14.395,60,0.0,10,2012,1,1,0,1
5624,88,1,0,1,2,14.395,56,6.0032,11,2012,1,1,0,1
5625,103,1,0,1,2,13.635,56,7.0015,12,2012,1,1,0,1
5626,80,1,0,1,2,13.635,56,7.0015,13,2012,1,1,0,1
5627,50,1,0,1,3,11.365,75,11.0014,14,2012,1,1,0,1
5628,69,1,0,1,3,11.365,75,11.0014,15,2012,1,1,1,1
5629,49,1,0,1,3,12.88,87,6.0032,16,2012,1,1,1,1
5630,152,1,0,1,3,13.635,87,0.0,17,2012,1,1,1,1
5631,164,1,0,1,4,11.365,86,6.0032,18,2012,1,1,1,0
5632,190,1,0,1,3,11.365,93,6.0032,19,2012,1,1,0,0
5633,132,1,0,1,2,11.365,86,6.0032,20,2012,1,1,0,0
5634,79,1,0,1,2,12.88,93,0.0,21,2012,1,1,0,0
5635,62,1,0,1,2,11.365,92,7.0015,22,2012,1,1,0,0
5636,52,1,0,1,2,12.12,87,7.0015,23,2012,1,1,0,0
5637,14,1,0,1,2,12.12,87,7.0015,0,2012,2,1,0,0
5638,5,1,0,1,2,12.12,93,7.0015,1,2012,2,1,0,0
5639,4,1,0,1,2,11.365,87,11.0014,2,2012,2,1,0,0
5640,4,1,0,1,2,10.605,86,11.0014,4,2012,2,1,0,0
5641,23,1,0,1,1,20.455,47,15.0013,5,2012,2,1,0,0
5642,79,1,0,1,2,9.09,93,12.998,6,2012,2,1,1,0
5643,222,1,0,1,2,9.85,93,11.0014,7,2012,2,1,1,1
5644,471,1,0,1,2,9.85,93,11.0014,8,2012,2,1,1,1
5645,195,1,0,1,2,9.85,93,11.0014,9,2012,2,1,1,1
5646,83,1,0,1,2,9.85,93,11.0014,10,2012,2,1,0,1
5647,101,1,0,1,1,21.21,38,19.9995,11,2012,2,1,0,1
5648,140,1,0,1,1,21.21,38,19.9995,12,2012,2,1,0,1
5649,178,1,0,1,1,21.21,38,19.9995,13,2012,2,1,0,1
5650,106,1,0,1,1,21.21,38,19.9995,14,2012,2,1,0,1
5651,136,1,0,1,1,21.21,38,19.9995,15,2012,2,1,1,1
5652,240,1,0,1,1,21.21,38,23.9994,16,2012,2,1,1,1
5653,460,1,0,1,1,21.21,38,16.9979,17,2012,2,1,1,1
5654,385,1,0,1,1,20.455,40,7.0015,18,2012,2,1,1,0
5655,281,1,0,1,1,19.695,46,7.0015,19,2012,2,1,0,0
5656,200,1,0,1,1,17.425,53,7.0015,20,2012,2,1,0,0
5657,116,1,0,1,1,16.665,66,6.0032,21,2012,2,1,0,0
5658,114,1,0,1,1,15.15,70,6.0032,22,2012,2,1,0,0
5659,41,1,0,1,1,13.635,81,7.0015,23,2012,2,1,0,0
5660,28,1,0,1,1,15.15,81,0.0,0,2012,3,1,0,0
5661,7,1,0,1,1,12.88,87,6.0032,1,2012,3,1,0,0
5662,5,1,0,1,1,10.605,85,11.0014,2,2012,3,1,0,0
5663,4,1,0,1,1,13.635,80,0.0,3,2012,3,1,0,0
5664,2,1,0,1,1,10.605,80,8.9981,4,2012,3,1,0,0
5665,22,1,0,1,1,10.605,80,8.9981,5,2012,3,1,0,0
5666,74,1,0,1,1,10.605,86,8.9981,6,2012,3,1,1,0
5667,256,1,0,1,1,10.605,80,8.9981,7,2012,3,1,1,1
5668,499,1,0,1,1,11.365,82,7.0015,8,2012,3,1,1,1
5669,225,1,0,1,2,10.605,86,8.9981,9,2012,3,1,1,1
5670,97,1,0,1,2,12.12,87,8.9981,10,2012,3,1,0,1
5671,99,1,0,1,2,14.395,87,6.0032,11,2012,3,1,0,1
5672,55,1,0,1,3,16.665,81,0.0,12,2012,3,1,0,1
5673,65,1,0,1,3,17.425,76,0.0,13,2012,3,1,0,1
5674,73,1,0,1,3,16.665,81,7.0015,14,2012,3,1,0,1
5675,79,1,0,1,2,17.425,87,6.0032,15,2012,3,1,1,1
5676,118,1,0,1,2,15.91,87,16.9979,16,2012,3,1,1,1
5677,134,1,0,1,3,15.91,87,15.0013,17,2012,3,1,1,1
5678,98,1,0,1,3,16.665,87,12.998,18,2012,3,1,1,0
5679,93,1,0,1,3,15.15,93,15.0013,19,2012,3,1,0,0
5680,57,1,0,1,3,15.91,93,11.0014,20,2012,3,1,0,0
5681,29,1,0,1,3,15.91,87,15.0013,21,2012,3,1,0,0
5682,49,1,0,1,3,16.665,87,12.998,22,2012,3,1,0,0
5683,9,1,0,1,3,15.91,87,15.0013,23,2012,3,1,0,0
5684,3,1,0,1,3,16.665,93,12.998,0,2012,4,1,0,0
5685,3,1,0,1,3,17.425,93,12.998,1,2012,4,1,0,0
5686,2,1,0,1,3,17.425,93,16.9979,2,2012,4,1,0,0
5687,3,1,0,1,3,17.425,93,16.9979,3,2012,4,1,0,0
5688,2,1,0,1,3,17.425,93,12.998,4,2012,4,1,0,0
5689,16,1,0,1,3,17.425,93,6.0032,5,2012,4,1,0,0
5690,89,1,0,1,3,17.425,93,8.9981,6,2012,4,1,1,0
5691,220,1,0,1,2,15.91,87,19.0012,7,2012,4,1,1,1
5692,508,1,0,1,1,15.91,81,12.998,8,2012,4,1,1,1
5693,230,1,0,1,1,16.665,81,7.0015,9,2012,4,1,1,1
5694,90,1,0,1,1,17.425,81,7.0015,10,2012,4,1,0,1
5695,119,1,0,1,2,17.425,81,7.0015,11,2012,4,1,0,1
5696,144,1,0,1,2,17.425,81,7.0015,12,2012,4,1,0,1
5697,183,1,0,1,1,21.21,77,11.0014,13,2012,4,1,0,1
5698,156,1,0,1,1,21.21,77,11.0014,14,2012,4,1,0,1
5699,188,1,0,1,1,21.97,72,8.9981,15,2012,4,1,1,1
5700,281,1,0,1,1,22.725,67,12.998,16,2012,4,1,1,1
5701,495,1,0,1,1,22.725,63,11.0014,17,2012,4,1,1,1
5702,421,1,0,1,1,21.97,67,12.998,18,2012,4,1,1,0
5703,330,1,0,1,2,21.21,71,11.0014,19,2012,4,1,0,0
5704,240,1,0,1,2,21.21,71,12.998,20,2012,4,1,0,0
5705,174,1,0,1,1,21.97,67,8.9981,21,2012,4,1,0,0
5706,133,1,0,1,1,19.695,76,19.9995,22,2012,4,1,0,0
5707,67,1,0,1,1,20.455,76,22.0028,23,2012,4,1,0,0
5708,42,1,0,1,2,20.455,71,19.0012,0,2012,5,1,0,0
5709,12,1,0,1,2,19.695,76,19.9995,1,2012,5,1,0,0
5710,14,1,0,1,1,20.455,76,23.9994,2,2012,5,1,0,0
5711,7,1,0,1,1,16.665,87,16.9979,3,2012,5,1,0,0
5712,3,1,0,1,3,14.395,70,32.9975,4,2012,5,1,0,0
5713,21,1,0,1,2,12.12,70,36.9974,5,2012,5,1,0,0
5714,73,1,0,1,2,12.88,75,15.0013,6,2012,5,1,1,0
5715,177,1,0,1,1,12.88,60,15.0013,7,2012,5,1,1,1
5716,419,1,0,1,1,10.605,52,23.9994,8,2012,5,1,1,1
5717,214,1,0,1,1,9.85,47,26.0027,9,2012,5,1,1,1
5718,103,1,0,1,1,9.85,44,30.0026,10,2012,5,1,0,1
5719,114,1,0,1,1,9.09,38,40.9973,11,2012,5,1,0,1
5720,154,1,0,1,1,9.85,38,32.9975,12,2012,5,1,0,1
5721,154,1,0,1,1,10.605,33,35.0008,13,2012,5,1,0,1
5722,129,1,0,1,1,10.605,33,36.9974,14,2012,5,1,0,1
5723,138,1,0,1,1,10.605,33,39.0007,15,2012,5,1,1,1
5724,233,1,0,1,1,12.12,30,31.0009,16,2012,5,1,1,1
5725,332,1,0,1,1,12.12,33,27.9993,17,2012,5,1,1,1
5726,301,1,0,1,1,11.365,38,19.9995,18,2012,5,1,1,0
5727,206,1,0,1,1,12.12,38,19.0012,19,2012,5,1,0,0
5728,136,1,0,1,1,12.12,41,11.0014,20,2012,5,1,0,0
5729,102,1,0,1,1,10.605,41,19.0012,21,2012,5,1,0,0
5730,65,1,0,1,1,9.09,47,22.0028,22,2012,5,1,0,0
5731,65,1,0,1,1,9.09,47,12.998,23,2012,5,1,0,0
5732,44,1,0,0,1,9.09,47,7.0015,0,2012,6,1,0,0
5733,50,1,0,0,1,7.575,47,12.998,1,2012,6,1,0,0
5734,38,1,0,0,1,8.335,47,11.0014,2,2012,6,1,0,0
5735,20,1,0,0,1,8.335,54,7.0015,3,2012,6,1,0,0
5736,3,1,0,0,1,7.575,50,8.9981,4,2012,6,1,0,0
5737,4,1,0,0,1,7.575,50,8.9981,5,2012,6,1,0,0
5738,5,1,0,0,1,7.575,50,0.0,6,2012,6,1,1,0
5739,24,1,0,0,1,7.575,50,8.9981,7,2012,6,1,1,1
5740,92,1,0,0,1,7.575,54,7.0015,8,2012,6,1,1,1
5741,81,1,0,0,1,8.335,50,7.0015,9,2012,6,1,1,1
5742,149,1,0,0,1,11.365,47,0.0,10,2012,6,1,0,1
5743,178,1,0,0,1,9.85,40,12.998,11,2012,6,1,0,1
5744,219,1,0,0,1,10.605,41,16.9979,12,2012,6,1,0,1
5745,220,1,0,0,1,10.605,44,19.0012,13,2012,6,1,0,1
5746,231,1,0,0,1,10.605,41,19.9995,14,2012,6,1,0,1
5747,226,1,0,0,1,10.605,38,19.9995,15,2012,6,1,1,1
5748,206,1,0,0,1,11.365,38,15.0013,16,2012,6,1,1,1
5749,144,1,0,0,1,11.365,41,16.9979,17,2012,6,1,1,1
5750,143,1,0,0,1,11.365,41,12.998,18,2012,6,1,1,0
5751,102,1,0,0,1,9.85,47,15.0013,19,2012,6,1,0,0
5752,103,1,0,0,1,9.85,44,16.9979,20,2012,6,1,0,0
5753,69,1,0,0,1,8.335,43,16.9979,21,2012,6,1,0,0
5754,66,1,0,0,1,6.82,47,23.9994,22,2012,6,1,0,0
5755,76,1,0,0,1,7.575,47,15.0013,23,2012,6,1,0,0
5756,59,1,0,0,1,6.82,47,22.0028,0,2012,7,1,0,0
5757,42,1,0,0,2,6.82,47,19.9995,1,2012,7,1,0,0
5758,43,1,0,0,2,6.82,47,19.0012,2,2012,7,1,0,0
5759,25,1,0,0,2,6.82,48,26.0027,3,2012,7,1,0,0
5760,6,1,0,0,2,6.82,47,26.0027,4,2012,7,1,0,0
5761,5,1,0,0,2,6.82,47,22.0028,5,2012,7,1,0,0
5762,8,1,0,0,2,6.06,50,19.0012,6,2012,7,1,1,0
5763,17,1,0,0,1,6.06,54,19.0012,7,2012,7,1,1,1
5764,36,1,0,0,1,6.06,54,15.0013,8,2012,7,1,1,1
5765,90,1,0,0,1,6.82,54,12.998,9,2012,7,1,1,1
5766,126,1,0,0,1,6.06,54,19.0012,10,2012,7,1,0,1
5767,165,1,0,0,1,7.575,47,15.0013,11,2012,7,1,0,1
5768,234,1,0,0,1,8.335,40,19.9995,12,2012,7,1,0,1
5769,224,1,0,0,1,9.09,34,19.0012,13,2012,7,1,0,1
5770,188,1,0,0,1,9.09,32,23.9994,14,2012,7,1,0,1
5771,206,1,0,0,1,11.365,27,12.998,15,2012,7,1,1,1
5772,205,1,0,0,1,10.605,29,19.9995,16,2012,7,1,1,1
5773,146,1,0,0,1,10.605,25,16.9979,17,2012,7,1,1,1
5774,120,1,0,0,1,9.09,29,15.0013,18,2012,7,1,1,0
5775,110,1,0,0,1,8.335,37,11.0014,19,2012,7,1,0,0
5776,95,1,0,0,1,9.09,37,7.0015,20,2012,7,1,0,0
5777,72,1,0,0,1,8.335,40,11.0014,21,2012,7,1,0,0
5778,60,1,0,0,1,10.605,37,6.0032,22,2012,7,1,0,0
5779,29,1,0,0,1,9.85,43,6.0032,23,2012,7,1,0,0
5780,25,1,1,0,1,7.575,46,8.9981,0,2012,1,1,0,0
5781,20,1,1,0,1,8.335,43,7.0015,1,2012,1,1,0,0
5782,17,1,1,0,1,10.605,46,0.0,2,2012,1,1,0,0
5783,3,1,1,0,1,9.85,50,0.0,3,2012,1,1,0,0
5784,8,1,1,0,1,7.575,58,7.0015,4,2012,1,1,0,0
5785,6,1,1,0,1,8.335,54,6.0032,5,2012,1,1,0,0
5786,13,1,1,0,1,6.82,54,6.0032,6,2012,1,1,1,0
5787,33,1,1,0,1,6.82,54,7.0015,7,2012,1,1,1,1
5788,78,1,1,0,1,6.06,58,11.0014,8,2012,1,1,1,1
5789,96,1,1,0,1,6.06,58,11.0014,9,2012,1,1,1,1
5790,126,1,1,0,2,6.82,59,12.998,10,2012,1,1,0,1
5791,179,1,1,0,1,7.575,59,16.9979,11,2012,1,1,0,1
5792,185,1,1,0,1,9.09,55,22.0028,12,2012,1,1,0,1
5793,228,1,1,0,2,9.85,41,27.9993,13,2012,1,1,0,1
5794,181,1,1,0,1,10.605,44,26.0027,14,2012,1,1,0,1
5795,192,1,1,0,1,10.605,44,30.0026,15,2012,1,1,1,1
5796,180,1,1,0,1,11.365,44,23.9994,16,2012,1,1,1,1
5797,193,1,1,0,1,11.365,48,22.0028,17,2012,1,1,1,1
5798,181,1,1,0,1,11.365,52,22.0028,18,2012,1,1,1,0
5799,144,1,1,0,1,12.12,56,19.0012,19,2012,1,1,0,0
5800,90,1,1,0,1,12.12,60,19.0012,20,2012,1,1,0,0
5801,49,1,1,0,1,12.88,52,22.0028,21,2012,1,1,0,0
5802,43,1,1,0,2,13.635,49,23.9994,22,2012,1,1,0,0
5803,28,1,1,0,3,11.365,70,19.9995,23,2012,1,1,0,0
5804,12,1,0,1,2,11.365,70,22.0028,0,2012,2,1,0,0
5805,2,1,0,1,2,12.88,65,23.9994,1,2012,2,1,0,0
5806,12,1,0,1,3,13.635,75,16.9979,2,2012,2,1,0,0
5807,2,1,0,1,3,15.15,66,22.0028,4,2012,2,1,0,0
5808,13,1,0,1,3,15.15,66,22.0028,5,2012,2,1,0,0
5809,57,1,0,1,3,14.395,75,16.9979,6,2012,2,1,1,0
5810,126,1,0,1,3,14.395,81,15.0013,7,2012,2,1,1,1
5811,93,1,0,1,3,14.395,81,19.0012,8,2012,2,1,1,1
5812,68,1,0,1,3,15.15,81,16.9979,9,2012,2,1,1,1
5813,62,1,0,1,3,14.395,87,16.9979,10,2012,2,1,0,1
5814,75,1,0,1,2,17.425,87,7.0015,11,2012,2,1,0,1
